,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/04/01,347,825,14,486,178,41.80,41.80,41.55
1,110/04/06,417,412,17,436,327,41.80,42.00,41.55
2,110/04/07,263,931,10,978,680,41.65,41.90,41.40
3,110/04/08,402,813,16,842,794,41.70,41.90,41.70
4,110/04/09,322,440,13,487,390,41.90,42.00,41.70
5,110/04/12,623,045,26,116,952,41.85,42.00,41.85
6,110/04/13,437,787,18,380,360,41.90,42.05,41.90
7,110/04/14,629,941,26,239,118,41.95,42.05,41.20
8,110/04/15,439,257,18,277,514,41.65,41.70,41.50
9,110/04/16,363,552,15,174,980,41.65,41.90,41.60
10,110/04/19,1,011,961,42,829,790,41.95,42.95
11,110/04/20,442,599,18,975,150,43.00,43.20,42.70
