,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/03/02,199,097,7,606,418,38.30,38.30,38.10
1,110/03/03,209,330,8,004,887,38.40,38.40,38.10
2,110/03/04,326,489,12,514,964,38.20,38.55,38.20
3,110/03/05,240,885,9,256,829,38.45,38.60,38.30
4,110/03/08,353,425,13,642,707,38.60,38.80,38.50
5,110/03/09,316,638,12,271,799,38.70,38.85,38.60
6,110/03/10,247,679,9,622,557,39.00,39.00,38.75
7,110/03/11,275,205,10,699,927,38.80,38.95,38.80
8,110/03/12,250,169,9,682,846,38.85,38.85,38.55
9,110/03/15,144,852,5,619,678,38.80,38.85,38.70
10,110/03/16,256,465,9,967,897,38.80,39.05,38.75
11,110/03/17,208,151,8,095,478,38.85,39.00,38.85
12,110/03/18,197,098,7,688,418,38.90,39.10,38.85
13,110/03/19,303,910,11,769,329,38.90,38.95,38.60
14,110/03/22,221,896,8,617,412,38.80,39.00,38.70
