,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/04/01,1,735,931,74,224,340,42.40,43.10
1,110/04/06,1,526,982,67,321,532,43.45,44.55
2,110/04/07,1,346,541,59,510,796,45.00,45.00
3,110/04/08,3,679,125,168,971,381,45.00,46.80
4,110/04/09,2,334,239,108,019,578,46.80,46.90
5,110/04/12,2,356,423,111,545,805,47.20,48.60
6,110/04/13,1,792,475,83,565,626,47.40,47.70
7,110/04/14,1,946,018,87,986,721,46.50,46.65
8,110/04/15,1,154,367,52,709,057,45.45,45.90
9,110/04/16,1,198,628,55,515,979,46.00,46.80
10,110/04/19,2,029,285,94,706,830,46.75,47.25
11,110/04/20,2,907,386,138,850,176,47.15,48.35
