,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/03/02,2,176,332,53,771,947,24.60,24.95
1,110/03/03,1,806,449,44,768,174,24.80,24.95
2,110/03/04,3,135,971,78,726,797,24.80,25.45
3,110/03/05,2,417,148,60,496,290,24.90,25.20
4,110/03/08,2,240,825,55,700,756,25.25,25.30
5,110/03/09,2,118,174,52,558,501,24.70,25.25
6,110/03/10,1,174,177,29,375,489,25.15,25.20
7,110/03/11,4,410,227,112,053,995,25.10,25.65
8,110/03/12,6,668,502,173,934,620,25.60,26.70
9,110/03/15,6,160,775,164,079,676,26.75,27.05
10,110/03/16,3,537,549,94,113,665,26.90,26.95
11,110/03/17,3,742,937,100,566,349,26.65,27.25
12,110/03/18,10,083,019,268,410,559,27.00,27.05
13,110/03/19,2,221,269,59,245,402,26.60,26.85
14,110/03/22,1,886,389,50,500,447,26.90,26.90
