,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/03/02,50,040,2,082,401,41.50,41.90,41.45
1,110/03/03,105,000,4,404,050,41.55,42.40,41.50
2,110/03/04,189,004,7,994,269,42.00,42.60,42.00
3,110/03/05,123,000,5,304,900,42.60,43.80,42.30
4,110/03/08,247,168,11,108,178,43.70,47.35,43.50
5,110/03/09,211,135,9,440,669,45.60,45.60,44.00
6,110/03/10,141,050,6,420,455,45.00,46.50,44.85
7,110/03/11,62,020,2,804,388,45.40,45.50,44.60
8,110/03/12,125,000,5,589,100,44.80,45.00,44.55
9,110/03/15,100,000,4,573,800,44.80,46.40,44.80
10,110/03/16,107,095,4,986,520,46.45,46.80,46.30
11,110/03/17,216,195,10,031,220,46.75,46.95,44.70
12,110/03/18,43,218,1,979,297,46.10,46.40,45.55
13,110/03/19,158,167,7,074,931,45.60,45.60,44.50
14,110/03/22,152,002,6,844,642,45.00,45.50,44.60
