,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/03/02,1,103,501,11,738,931,10.75,10.75
1,110/03/03,1,350,188,14,443,491,10.60,10.75
2,110/03/04,1,131,903,12,084,817,10.75,10.75
3,110/03/05,910,339,9,738,459,10.70,10.75,10.60
4,110/03/08,1,444,511,15,510,716,10.75,10.80
5,110/03/09,1,912,897,20,698,141,10.80,10.85
6,110/03/10,1,438,041,15,549,557,10.85,10.90
7,110/03/11,2,234,232,24,338,177,10.85,10.95
8,110/03/12,1,017,438,11,006,277,10.85,10.90
9,110/03/15,1,470,709,15,968,872,10.85,10.90
10,110/03/16,2,305,224,25,012,442,10.85,10.90
11,110/03/17,1,959,944,21,191,308,10.85,10.90
12,110/03/18,850,892,9,196,459,10.80,10.85,10.80
13,110/03/19,2,688,459,28,908,692,10.80,10.85
14,110/03/22,825,234,8,887,217,10.70,10.80,10.70
