,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/01/04,2,196,838,59,418,018,26.95,27.15
1,110/01/05,1,317,998,35,782,059,27.05,27.20
2,110/01/06,2,341,375,63,303,582,27.15,27.30
3,110/01/07,1,002,604,27,006,422,26.95,27.05
4,110/01/08,1,047,747,28,109,902,26.95,27.00
5,110/01/11,1,741,326,47,336,274,27.05,27.35
6,110/01/12,1,228,772,33,166,063,27.20,27.25
7,110/01/13,1,137,398,30,547,514,26.90,26.95
8,110/01/14,913,766,24,508,081,26.90,26.90,26.75
9,110/01/15,1,831,153,48,797,255,27.00,27.00
10,110/01/18,1,229,332,32,145,938,26.40,26.40
11,110/01/19,675,797,17,847,456,26.35,26.55,26.35
12,110/01/20,2,974,002,77,229,720,26.45,26.45
