,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/03/02,7,418,493,317,959,345,43.10,43.20
1,110/03/03,9,027,547,389,350,491,43.10,43.30
2,110/03/04,6,725,272,288,519,277,43.20,43.25
3,110/03/05,3,948,598,169,957,315,42.75,43.20
4,110/03/08,6,823,276,296,453,687,43.25,43.80
5,110/03/09,6,666,662,291,753,436,43.50,43.90
6,110/03/10,5,311,264,232,919,688,43.95,44.00
7,110/03/11,6,626,676,291,893,158,44.00,44.20
8,110/03/12,5,112,304,224,614,618,43.95,44.10
9,110/03/15,4,649,367,204,480,027,43.85,44.15
10,110/03/16,4,113,800,181,012,384,43.75,44.20
11,110/03/17,6,084,343,268,048,623,44.00,44.20
12,110/03/18,8,395,088,374,591,264,44.20,45.00
13,110/03/19,11,384,652,503,541,629,43.95,44.40
14,110/03/22,16,214,783,737,947,274,45.80,47.20
