,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/01/04,527,681,46,258,409,87.80,87.90,87.30
1,110/01/05,326,813,28,672,244,87.60,87.90,87.50
2,110/01/06,498,987,43,775,567,87.90,87.90,87.50
3,110/01/07,398,876,34,974,556,88.00,88.00,87.50
4,110/01/08,1,006,632,88,975,666,88.50,88.80
5,110/01/11,687,340,60,439,315,88.30,88.30,87.70
6,110/01/12,586,712,51,512,347,88.20,88.20,87.60
7,110/01/13,959,601,84,095,434,88.00,88.00,87.30
8,110/01/14,516,388,45,274,266,88.40,88.40,87.40
9,110/01/15,733,388,64,206,170,87.80,88.00,87.30
10,110/01/18,746,601,65,659,677,88.00,88.30,87.30
11,110/01/19,1,120,534,98,487,397,88.00,88.30
12,110/01/20,1,186,242,103,449,938,87.50,88.00
