,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/01/04,255,290,9,743,318,38.00,38.35,38.00
1,110/01/05,212,000,8,161,700,38.25,38.80,38.00
2,110/01/06,270,226,10,274,982,38.80,38.80,37.60
3,110/01/07,189,739,7,201,631,37.80,38.20,37.80
4,110/01/08,420,405,16,128,080,38.10,38.45,38.10
5,110/01/11,341,095,13,002,378,38.40,38.40,37.95
6,110/01/12,369,005,13,952,389,38.00,38.25,37.65
7,110/01/13,173,000,6,539,150,37.65,37.95,37.65
8,110/01/14,136,245,5,149,997,37.85,37.90,37.70
9,110/01/15,397,045,14,938,244,37.90,38.00,37.45
10,110/01/18,245,026,9,151,865,37.50,37.65,37.20
11,110/01/19,199,000,7,472,200,37.40,37.80,37.35
12,110/01/20,584,160,21,585,182,37.65,37.65,36.55
