,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/03/02,575,697,50,725,582,88.00,88.60,87.80
1,110/03/03,1,107,908,98,612,753,88.50,89.30
2,110/03/04,771,801,68,835,035,89.30,89.40,88.80
3,110/03/05,1,106,841,99,003,023,88.80,89.90
4,110/03/08,756,798,67,594,190,89.60,89.60,89.20
5,110/03/09,2,022,998,181,455,459,89.30,90.50
6,110/03/10,833,193,74,847,280,90.50,90.50,89.30
7,110/03/11,3,981,057,369,820,182,90.60,94.40
8,110/03/12,2,498,590,233,248,068,94.20,94.60
9,110/03/15,1,365,592,126,858,390,94.00,94.00
10,110/03/16,1,248,170,116,245,177,92.50,93.90
11,110/03/17,1,183,173,110,250,611,93.80,93.80
12,110/03/18,785,680,73,522,632,93.30,94.00,93.30
13,110/03/19,4,019,230,375,147,548,93.30,93.90
14,110/03/22,880,778,81,634,612,93.80,93.80,92.10
