,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/01/04,926,852,21,495,421,23.25,23.30,23.15
1,110/01/05,648,680,15,091,177,23.25,23.35,23.15
2,110/01/06,1,665,213,38,337,092,23.30,23.40
3,110/01/07,858,710,19,689,286,22.90,23.10,22.85
4,110/01/08,932,107,21,461,578,23.00,23.20,22.90
5,110/01/11,694,733,15,965,904,22.95,23.05,22.85
6,110/01/12,2,173,664,49,379,758,22.80,22.90
7,110/01/13,645,382,14,695,492,22.70,22.85,22.70
8,110/01/14,515,412,11,792,920,22.80,22.95,22.80
9,110/01/15,741,937,16,889,696,22.90,23.00,22.60
10,110/01/18,1,010,790,22,583,179,22.65,22.70
11,110/01/19,473,171,10,743,070,22.65,22.85,22.55
12,110/01/20,1,476,378,32,834,795,22.60,22.65
