,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/01/04,48,307,2,072,524,42.80,43.10,42.80
1,110/01/05,38,684,1,657,924,42.90,43.00,42.70
2,110/01/06,136,161,5,838,056,42.85,43.30,42.70
3,110/01/07,94,557,4,038,410,42.70,42.80,42.65
4,110/01/08,99,106,4,241,295,42.65,43.05,42.65
5,110/01/11,178,554,7,655,043,42.75,43.00,42.75
6,110/01/12,95,934,4,121,359,43.00,43.00,42.80
7,110/01/13,148,710,6,370,344,42.80,42.95,42.80
8,110/01/14,86,735,3,720,310,43.30,43.30,42.75
9,110/01/15,77,264,3,319,036,42.85,43.30,42.80
10,110/01/18,85,562,3,671,875,43.00,43.10,42.75
11,110/01/19,93,760,4,051,913,43.10,43.40,43.05
12,110/01/20,107,586,4,615,686,43.00,43.10,42.80
