,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/03/02,97,455,5,016,637,51.60,51.60,51.30
1,110/03/03,109,260,5,610,668,51.30,52.00,51.00
2,110/03/04,48,656,2,505,033,51.50,51.60,51.40
3,110/03/05,34,461,1,769,439,51.20,51.70,51.20
4,110/03/08,93,001,4,784,251,51.60,51.60,51.30
5,110/03/09,45,000,2,326,300,51.50,51.90,51.50
6,110/03/10,120,388,6,259,776,51.90,52.20,51.80
7,110/03/11,223,112,11,782,482,52.50,53.20,52.30
8,110/03/12,128,594,6,701,188,52.50,52.60,51.70
9,110/03/15,355,177,19,129,705,54.20,54.20,53.30
10,110/03/16,170,576,9,200,795,53.70,54.20,53.50
11,110/03/17,174,139,9,443,435,54.30,54.40,54.00
12,110/03/18,80,724,4,371,440,54.10,54.30,54.00
13,110/03/19,149,418,8,068,970,54.10,54.10,53.90
14,110/03/22,106,167,5,739,746,54.20,54.20,53.90
