,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/03/02,6,558,495,256,904,275,39.25,39.85
1,110/03/03,5,077,798,195,392,221,38.75,38.90
2,110/03/04,2,403,544,92,583,904,38.50,38.90
3,110/03/05,2,400,681,92,084,686,38.20,38.70
4,110/03/08,2,385,683,92,117,408,38.80,38.80
5,110/03/09,9,963,957,388,168,503,39.05,39.35
6,110/03/10,4,891,064,191,934,734,39.40,39.50
7,110/03/11,6,798,123,269,986,924,39.40,39.90
8,110/03/12,6,765,645,272,297,882,39.90,40.50
9,110/03/15,12,994,018,546,125,387,40.90,42.75
10,110/03/16,15,799,535,672,717,798,42.60,43.20
11,110/03/17,6,425,359,274,263,777,42.75,42.95
12,110/03/18,5,056,976,215,451,300,42.60,42.75
13,110/03/19,7,762,745,332,812,221,42.80,43.20
14,110/03/22,5,489,785,233,959,387,43.20,43.20
