,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/01/04,11,864,667,604,695,842,49.90,51.70
1,110/01/05,8,653,522,445,544,322,51.40,51.90
2,110/01/06,15,229,230,793,554,329,51.70,53.50
3,110/01/07,7,771,015,406,106,099,52.00,52.60
4,110/01/08,9,342,062,488,501,063,52.60,52.70
5,110/01/11,8,363,382,446,481,387,52.90,53.80
6,110/01/12,7,914,869,419,796,508,53.50,53.50
7,110/01/13,7,862,808,421,848,626,53.00,54.10
8,110/01/14,6,445,016,345,688,611,53.60,54.10
9,110/01/15,8,490,076,456,646,543,54.10,54.10
10,110/01/18,5,539,766,294,487,692,54.10,54.10
11,110/01/19,6,272,007,333,531,809,53.30,53.50
12,110/01/20,9,024,505,471,220,066,53.00,53.10
