,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/01/04,6,677,326,72,394,655,10.90,10.90
1,110/01/05,3,956,168,42,837,199,10.85,10.85
2,110/01/06,8,089,982,87,600,862,10.85,10.90
3,110/01/07,3,833,461,41,495,711,10.85,10.85
4,110/01/08,8,694,965,94,551,592,10.85,10.90
5,110/01/11,8,306,797,91,113,856,10.95,11.00
6,110/01/12,6,089,094,66,539,995,11.00,11.00
7,110/01/13,8,795,080,96,317,303,10.90,11.00
8,110/01/14,4,455,978,48,736,293,10.95,11.00
9,110/01/15,6,973,655,75,918,545,10.95,10.95
10,110/01/18,4,504,317,48,720,549,10.85,10.85
11,110/01/19,3,210,050,34,717,985,10.80,10.85
12,110/01/20,10,771,744,115,820,141,10.80,10.80
