,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/03/02,30,999,767,1,570,479,076,51.00
1,110/03/03,28,330,932,1,442,496,568,50.60
2,110/03/04,26,368,962,1,332,779,089,50.90
3,110/03/05,15,283,944,772,482,849,50.20,50.90
4,110/03/08,38,292,930,1,994,473,254,51.40
5,110/03/09,56,794,868,3,038,723,700,52.70
6,110/03/10,38,119,976,2,046,349,629,53.60
7,110/03/11,88,979,695,4,971,974,439,55.20
8,110/03/12,35,646,272,1,962,201,032,55.80
9,110/03/15,40,229,775,2,241,653,841,55.40
10,110/03/16,17,288,855,958,137,039,55.70,55.80
11,110/03/17,29,276,597,1,599,785,341,55.40
12,110/03/18,20,635,715,1,128,181,977,55.40
13,110/03/19,45,752,832,2,457,281,001,54.20
14,110/03/22,17,860,505,959,018,705,53.70,54.10
