,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/01/04,148,247,6,660,234,44.90,45.10,44.85
1,110/01/05,156,470,7,035,850,45.00,45.05,44.85
2,110/01/06,299,094,13,433,088,45.00,45.10,44.80
3,110/01/07,177,430,7,972,910,44.80,45.00,44.80
4,110/01/08,209,767,9,401,483,45.00,45.00,44.70
5,110/01/11,236,043,10,633,167,44.85,45.20,44.85
6,110/01/12,279,606,12,592,213,45.20,45.30,44.75
7,110/01/13,142,464,6,418,030,44.80,45.20,44.80
8,110/01/14,96,131,4,329,362,45.30,45.30,44.90
9,110/01/15,204,296,9,156,820,44.90,45.00,44.75
10,110/01/18,245,238,10,852,429,44.80,44.80,43.80
11,110/01/19,90,107,4,000,394,44.25,44.50,44.25
12,110/01/20,503,567,22,040,806,44.40,44.40,43.50
