,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/01/04,13,744,417,594,543,948,43.20,43.50
1,110/01/05,16,631,219,717,454,208,43.25,43.40
2,110/01/06,19,007,699,817,300,595,43.10,43.30
3,110/01/07,21,050,886,903,047,634,42.95,43.15
4,110/01/08,17,406,803,746,290,426,42.90,43.00
5,110/01/11,12,931,584,554,833,283,42.85,43.10
6,110/01/12,12,308,587,526,908,764,43.00,43.05
7,110/01/13,19,069,294,814,058,055,42.70,42.85
8,110/01/14,20,065,858,854,254,306,42.80,42.80
9,110/01/15,30,713,520,1,294,481,553,42.50
10,110/01/18,25,218,241,1,047,473,930,41.95
11,110/01/19,12,118,298,506,140,365,41.60,42.00
12,110/01/20,35,184,150,1,443,512,413,41.65
