,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/01/04,3,117,969,33,548,445,10.80,10.80
1,110/01/05,2,116,929,22,761,946,10.80,10.80
2,110/01/06,3,250,085,34,868,073,10.75,10.80
3,110/01/07,1,645,987,17,669,973,10.75,10.75
4,110/01/08,4,941,137,53,355,219,10.70,10.90
5,110/01/11,3,707,208,40,082,828,10.80,10.90
6,110/01/12,4,733,009,50,520,054,10.70,10.75
7,110/01/13,3,644,855,38,908,880,10.65,10.75
8,110/01/14,3,086,722,32,853,915,10.65,10.70
9,110/01/15,3,753,855,39,787,756,10.65,10.65
10,110/01/18,2,941,707,30,919,972,10.55,10.55
11,110/01/19,2,646,590,27,950,338,10.55,10.60
12,110/01/20,6,482,876,67,686,547,10.55,10.55
