,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/01/04,1,084,116,11,578,069,10.65,10.75
1,110/01/05,1,420,404,15,267,214,10.75,10.80
2,110/01/06,2,352,589,25,101,054,10.75,10.80
3,110/01/07,1,085,156,11,602,966,10.65,10.75
4,110/01/08,1,773,842,19,139,757,10.70,10.85
5,110/01/11,2,591,589,28,204,815,10.80,11.00
6,110/01/12,957,705,10,333,750,10.85,10.90,10.75
7,110/01/13,2,008,776,21,729,501,10.85,10.90
8,110/01/14,855,312,9,283,414,10.90,10.90,10.80
9,110/01/15,950,948,10,253,290,10.85,10.90,10.70
10,110/01/18,1,332,852,14,171,059,10.75,10.75
11,110/01/19,651,822,6,946,222,10.60,10.70,10.60
12,110/01/20,2,916,013,30,746,712,10.65,10.65
