,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/01/04,172,589,6,637,834,38.50,38.55,38.30
1,110/01/05,143,629,5,515,361,38.50,38.50,38.35
2,110/01/06,280,346,10,689,332,38.30,38.30,38.05
3,110/01/07,117,691,4,498,391,38.40,38.40,38.10
4,110/01/08,268,581,10,276,243,38.20,38.35,38.20
5,110/01/11,336,374,12,862,731,38.20,38.35,38.10
6,110/01/12,257,686,9,823,982,38.30,38.30,38.00
7,110/01/13,215,728,8,247,788,38.15,38.45,38.00
8,110/01/14,87,561,3,347,705,38.45,38.45,38.10
9,110/01/15,204,430,7,776,418,38.20,38.45,37.75
10,110/01/18,181,312,6,813,802,37.75,37.75,37.45
11,110/01/19,93,406,3,512,770,37.50,37.70,37.50
12,110/01/20,403,571,14,919,556,37.60,37.60,36.60
