,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/03/02,222,905,5,590,305,25.10,25.20,25.00
1,110/03/03,135,105,3,382,415,25.00,25.20,24.90
2,110/03/04,109,424,2,739,495,25.00,25.15,24.95
3,110/03/05,74,612,1,868,000,25.10,25.10,25.00
4,110/03/08,88,575,2,228,751,25.35,25.35,25.10
5,110/03/09,235,636,5,990,226,25.10,25.75,25.00
6,110/03/10,348,338,9,156,183,25.75,26.90,25.75
7,110/03/11,728,759,19,807,308,26.45,27.85,26.15
8,110/03/12,778,753,21,752,461,27.30,28.20,27.30
9,110/03/15,398,187,11,501,856,28.45,29.25,28.30
10,110/03/16,339,922,9,763,641,29.00,29.50,28.45
11,110/03/17,518,724,15,135,226,29.00,29.55,28.95
12,110/03/18,392,790,11,664,463,29.90,30.00,29.30
13,110/03/19,304,351,8,933,664,29.30,29.80,29.10
14,110/03/22,411,624,12,300,230,29.70,30.50,29.65
