,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/01/04,20,637,995,236,511,058,11.45,11.50
1,110/01/05,16,968,712,194,602,746,11.45,11.50
2,110/01/06,28,443,411,324,065,133,11.45,11.50
3,110/01/07,11,274,999,128,929,947,11.40,11.50
4,110/01/08,40,750,911,471,631,913,11.50,11.65
5,110/01/11,17,595,123,204,730,509,11.65,11.70
6,110/01/12,18,466,816,212,377,193,11.60,11.60
7,110/01/13,18,817,567,216,638,140,11.50,11.60
8,110/01/14,23,984,974,277,184,257,11.50,11.65
9,110/01/15,19,148,342,219,283,908,11.50,11.55
10,110/01/18,15,884,253,180,107,744,11.40,11.45
11,110/01/19,12,031,768,136,778,968,11.35,11.40
12,110/01/20,37,051,947,413,838,185,11.35,11.35
