,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/04/01,3,099,329,101,531,778,32.45,32.90
1,110/04/06,6,045,787,205,937,277,33.50,34.65
2,110/04/07,3,866,125,131,344,813,34.45,34.50
3,110/04/08,3,167,178,107,212,468,34.05,34.10
4,110/04/09,3,554,150,119,433,629,34.00,34.00
5,110/04/12,2,632,818,88,540,620,33.60,33.75
6,110/04/13,2,864,463,97,266,680,33.70,34.10
7,110/04/14,3,248,261,108,887,283,33.80,34.10
8,110/04/15,1,868,664,63,553,721,33.85,34.20
9,110/04/16,3,070,741,105,313,331,34.05,34.50
10,110/04/19,4,891,688,172,719,992,34.65,35.95
11,110/04/20,2,862,126,101,362,080,35.30,35.65
