,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/03/02,507,568,41,362,414,82.10,82.60,80.50
1,110/03/03,708,792,58,286,002,81.90,82.50,81.50
2,110/03/04,331,847,27,172,655,82.00,82.40,81.40
3,110/03/05,661,534,54,550,714,81.50,82.60,81.50
4,110/03/08,388,845,32,120,863,82.80,83.00,82.10
5,110/03/09,1,245,928,103,671,782,82.10,83.90
6,110/03/10,441,174,36,891,541,84.20,84.40,83.10
7,110/03/11,1,031,723,86,682,205,83.40,84.60
8,110/03/12,546,096,45,564,614,84.00,84.30,83.00
9,110/03/15,638,072,53,964,804,84.50,84.90,84.30
10,110/03/16,554,423,47,040,378,84.60,85.00,84.30
11,110/03/17,816,527,69,609,932,85.10,85.80,84.70
12,110/03/18,488,097,41,734,322,85.50,85.80,85.10
13,110/03/19,2,562,825,218,410,538,84.80,85.50
14,110/03/22,697,384,58,693,922,85.60,85.60,83.20
