,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/03/02,449,627,20,050,114,44.90,44.90,44.40
1,110/03/03,497,657,22,227,505,44.60,44.80,44.50
2,110/03/04,443,293,19,925,782,44.60,45.15,44.60
3,110/03/05,220,372,9,934,651,45.05,45.15,44.95
4,110/03/08,587,311,26,837,741,45.35,45.90,45.35
5,110/03/09,661,811,30,573,149,45.80,46.50,45.80
6,110/03/10,777,075,35,583,635,46.45,46.45,45.35
7,110/03/11,496,580,22,747,750,45.85,46.00,45.55
8,110/03/12,474,400,21,483,017,45.55,45.55,45.15
9,110/03/15,253,698,11,535,440,45.50,45.55,45.30
10,110/03/16,447,516,20,248,959,45.50,45.55,45.10
11,110/03/17,274,005,12,424,876,45.65,45.65,45.10
12,110/03/18,332,895,15,187,795,45.50,45.80,45.40
13,110/03/19,338,155,15,445,115,45.50,45.95,45.40
14,110/03/22,332,121,15,196,013,46.00,46.00,45.60
