,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/01/04,635,219,24,882,460,39.30,39.50,39.05
1,110/01/05,721,299,28,046,163,39.15,39.15,38.80
2,110/01/06,1,342,361,52,125,104,39.00,39.45
3,110/01/07,471,157,18,156,341,38.65,38.70,38.40
4,110/01/08,906,984,35,220,748,38.70,39.20,38.50
5,110/01/11,7,865,974,320,452,132,39.15,41.75
6,110/01/12,17,987,556,778,258,579,43.50,44.60
7,110/01/13,3,022,715,126,440,223,42.00,42.55
8,110/01/14,2,053,855,85,810,854,41.80,42.45
9,110/01/15,2,245,950,91,775,826,41.75,42.00
10,110/01/18,1,273,360,50,464,073,40.25,40.30
11,110/01/19,885,538,35,486,394,40.40,40.40,39.80
12,110/01/20,1,148,983,44,945,690,40.05,40.10
