,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/01/04,9,646,819,127,194,282,13.15,13.25
1,110/01/05,9,021,056,118,823,511,13.15,13.20
2,110/01/06,13,618,610,178,735,607,13.15,13.20
3,110/01/07,11,899,649,156,746,920,13.15,13.20
4,110/01/08,20,583,249,272,558,373,13.20,13.30
5,110/01/11,15,779,880,210,010,163,13.30,13.35
6,110/01/12,12,502,350,165,391,647,13.35,13.35
7,110/01/13,15,428,438,204,449,497,13.20,13.30
8,110/01/14,13,276,768,176,327,699,13.25,13.30
9,110/01/15,14,161,872,187,432,169,13.30,13.35
10,110/01/18,14,035,438,183,475,759,13.15,13.15
11,110/01/19,9,997,399,130,677,205,13.10,13.10
12,110/01/20,31,781,947,409,449,929,13.05,13.10
