,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/01/04,1,677,468,74,638,588,44.45,44.70
1,110/01/05,3,414,840,153,852,476,44.40,45.45
2,110/01/06,5,256,122,239,597,607,45.70,46.30
3,110/01/07,1,715,834,77,686,147,45.30,45.55
4,110/01/08,2,048,898,92,316,069,45.40,45.50
5,110/01/11,2,458,402,111,795,885,45.40,45.95
6,110/01/12,2,069,710,92,940,196,45.25,45.55
7,110/01/13,1,793,557,80,906,410,44.70,45.45
8,110/01/14,2,622,245,119,098,664,45.10,45.75
9,110/01/15,3,206,574,146,235,967,46.15,46.25
10,110/01/18,2,167,989,97,525,662,45.00,45.50
11,110/01/19,24,184,774,1,174,487,157,45.90
12,110/01/20,10,358,518,482,514,800,48.50,48.55
