,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/04/01,110,005,3,885,378,35.50,35.50,35.20
1,110/04/06,162,708,5,791,776,35.55,35.70,35.45
2,110/04/07,177,320,6,320,013,35.80,35.90,35.40
3,110/04/08,120,100,4,285,075,35.60,35.80,35.60
4,110/04/09,114,463,4,104,387,35.80,35.95,35.75
5,110/04/12,163,937,5,937,119,35.70,36.80,35.70
6,110/04/13,118,685,4,311,613,36.40,36.60,36.20
7,110/04/14,198,820,7,122,663,36.25,36.25,35.45
8,110/04/15,92,246,3,320,388,35.75,36.25,35.75
9,110/04/16,273,293,9,998,623,36.40,37.00,36.25
10,110/04/19,534,183,20,223,572,36.90,38.40,36.90
11,110/04/20,709,581,27,163,885,38.50,38.65,37.50
