,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/01/04,14,955,340,1,013,190,061,67.00
1,110/01/05,19,416,404,1,300,133,149,67.90
2,110/01/06,14,310,054,957,317,291,66.80,67.50
3,110/01/07,8,643,357,577,113,184,67.00,67.10
4,110/01/08,15,140,276,1,016,755,711,67.10
5,110/01/11,15,613,032,1,044,489,203,67.30
6,110/01/12,19,261,447,1,295,605,012,67.00
7,110/01/13,56,028,907,3,933,043,436,68.30
8,110/01/14,89,254,701,6,839,086,370,72.50
9,110/01/15,144,881,388,11,835,697,620,80.00
10,110/01/18,57,705,780,4,560,654,422,81.40
11,110/01/19,32,055,585,2,532,503,354,79.30
12,110/01/20,51,525,827,3,961,049,075,79.30
