,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/01/04,660,532,34,099,871,51.00,52.20,50.90
1,110/01/05,321,266,16,569,492,51.50,51.90,51.00
2,110/01/06,1,205,034,63,634,115,52.00,53.90
3,110/01/07,558,627,29,494,407,52.80,53.70,52.20
4,110/01/08,288,470,15,048,578,52.70,52.70,51.90
5,110/01/11,499,494,26,296,586,52.00,53.20,51.90
6,110/01/12,484,961,25,274,935,52.90,52.90,51.40
7,110/01/13,476,914,25,164,728,52.10,53.20,52.10
8,110/01/14,1,378,715,74,763,435,52.80,55.00
9,110/01/15,774,266,41,771,302,55.10,55.10,53.10
10,110/01/18,384,956,20,059,192,53.20,53.20,51.00
11,110/01/19,190,585,10,011,097,52.60,52.90,52.20
12,110/01/20,565,339,28,957,145,52.10,52.10,50.80
