,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/04/01,24,056,311,304,951,959,12.85,12.85
1,110/04/06,17,287,218,218,322,758,12.70,12.75
2,110/04/07,14,428,896,181,836,560,12.60,12.65
3,110/04/08,12,879,754,162,232,976,12.55,12.65
4,110/04/09,23,435,813,294,417,285,12.60,12.65
5,110/04/12,21,893,256,278,711,771,12.65,12.80
6,110/04/13,20,736,543,265,640,380,12.80,12.85
7,110/04/14,17,299,207,220,708,506,12.75,12.85
8,110/04/15,27,902,534,360,297,698,12.80,13.00
9,110/04/16,24,244,821,314,473,379,12.95,13.00
10,110/04/19,38,384,146,506,103,653,13.00,13.35
11,110/04/20,24,572,530,325,433,148,13.30,13.35
