,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/03/02,389,561,14,268,641,36.50,36.70,36.50
1,110/03/03,252,669,9,218,206,36.50,36.65,36.30
2,110/03/04,184,179,6,712,190,36.45,36.55,36.35
3,110/03/05,214,290,7,795,997,36.45,36.55,36.30
4,110/03/08,297,369,10,889,872,36.50,36.70,36.50
5,110/03/09,354,918,13,036,134,36.60,37.00,36.55
6,110/03/10,325,005,12,077,599,37.10,37.30,37.05
7,110/03/11,387,272,14,376,661,37.10,37.25,37.00
8,110/03/12,346,555,12,901,223,37.15,37.40,37.10
9,110/03/15,733,007,27,732,419,37.45,38.00,37.45
10,110/03/16,482,565,18,390,800,38.00,38.20,38.00
11,110/03/17,592,404,22,524,544,38.20,38.20,37.90
12,110/03/18,657,376,25,066,061,37.75,38.35,37.75
13,110/03/19,356,205,13,617,648,38.35,38.35,38.10
14,110/03/22,635,380,24,581,960,38.40,39.00,38.35
