,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/04/01,16,542,110,772,765,655,46.85,46.95
1,110/04/06,33,845,298,1,584,212,660,46.85
2,110/04/07,12,964,742,606,582,722,46.80,46.85
3,110/04/08,16,095,270,753,019,406,46.70,46.90
4,110/04/09,19,693,919,922,360,423,46.90,47.05
5,110/04/12,18,150,925,849,423,889,46.70,46.85
6,110/04/13,31,772,378,1,500,852,046,46.90
7,110/04/14,26,957,007,1,265,737,458,47.25
8,110/04/15,39,227,693,1,880,939,840,47.05
9,110/04/16,54,142,060,2,622,752,960,47.90
10,110/04/19,61,427,913,3,074,242,573,49.90
11,110/04/20,93,792,314,4,926,535,026,53.10
