,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/01/04,25,983,998,509,401,472,19.60,19.70
1,110/01/05,25,736,876,504,629,808,19.55,19.70
2,110/01/06,29,616,026,579,854,540,19.55,19.70
3,110/01/07,39,492,678,780,059,131,19.65,19.80
4,110/01/08,59,881,800,1,190,953,264,19.85
5,110/01/11,35,804,760,713,479,045,20.00,20.00
6,110/01/12,21,726,910,429,753,820,19.95,19.95
7,110/01/13,26,818,941,531,412,878,19.85,19.85
8,110/01/14,30,496,254,605,073,892,19.85,19.90
9,110/01/15,29,730,070,588,557,375,19.85,19.90
10,110/01/18,29,441,316,577,447,485,19.70,19.75
11,110/01/19,23,432,275,460,603,953,19.65,19.70
12,110/01/20,52,545,656,1,016,363,684,19.60
