,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/01/04,18,812,189,870,346,477,46.15,46.50
1,110/01/05,13,617,561,629,127,088,46.25,46.45
2,110/01/06,21,616,050,991,063,840,46.10,46.25
3,110/01/07,21,724,732,1,003,769,801,46.00
4,110/01/08,42,271,839,1,987,545,824,46.45
5,110/01/11,35,639,707,1,691,394,977,47.70
6,110/01/12,39,778,965,1,908,584,643,48.40
7,110/01/13,31,932,937,1,536,236,137,48.00
8,110/01/14,21,440,775,1,035,778,872,48.55
9,110/01/15,24,337,076,1,166,732,026,48.50
10,110/01/18,24,954,742,1,167,657,545,47.05
11,110/01/19,13,003,728,614,968,844,46.75,47.55
12,110/01/20,21,776,539,1,013,033,919,47.00
