,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/04/01,1,109,227,25,300,198,23.00,23.00
1,110/04/06,928,865,21,145,290,22.90,22.90,22.60
2,110/04/07,721,265,16,355,452,22.80,22.80,22.55
3,110/04/08,1,213,873,27,476,013,22.60,22.80
4,110/04/09,3,982,994,92,082,252,22.85,23.55
5,110/04/12,14,160,336,349,107,682,23.65,25.30
6,110/04/13,12,034,609,307,027,637,25.30,25.95
7,110/04/14,9,421,945,236,318,631,25.25,25.65
8,110/04/15,8,372,843,215,873,876,25.35,26.35
9,110/04/16,5,916,718,153,612,742,26.10,26.35
10,110/04/19,7,314,649,194,551,540,26.60,27.15
11,110/04/20,12,292,291,330,640,073,27.50,28.45
