,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/01/04,255,566,9,824,085,38.70,38.70,38.25
1,110/01/05,218,958,8,362,317,38.55,38.55,38.00
2,110/01/06,310,515,11,875,735,38.15,38.45,38.10
3,110/01/07,588,234,22,715,862,38.20,39.30,38.20
4,110/01/08,681,086,26,514,855,39.10,39.30,38.70
5,110/01/11,339,977,13,214,310,38.90,39.15,38.70
6,110/01/12,373,783,14,338,143,38.75,38.75,38.15
7,110/01/13,362,040,13,861,239,38.30,38.40,38.20
8,110/01/14,234,395,8,948,343,38.35,38.35,38.05
9,110/01/15,419,099,15,942,289,38.15,38.20,37.90
10,110/01/18,413,790,15,702,765,37.95,38.10,37.80
11,110/01/19,127,179,4,854,345,38.05,38.25,38.05
12,110/01/20,449,602,16,973,358,38.10,38.10,37.55
