,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/04/01,193,333,6,667,108,34.45,34.65,34.30
1,110/04/06,256,438,8,899,579,34.75,34.80,34.60
2,110/04/07,191,986,6,654,089,34.75,34.75,34.60
3,110/04/08,310,487,10,856,838,34.80,35.20,34.80
4,110/04/09,384,631,13,563,337,35.25,35.40,35.05
5,110/04/12,875,944,31,611,075,35.60,36.40,35.60
6,110/04/13,703,847,25,361,409,36.00,36.30,35.80
7,110/04/14,711,845,25,595,763,35.90,36.25,35.50
8,110/04/15,292,313,10,560,425,36.50,36.50,35.95
9,110/04/16,280,867,10,143,924,36.30,36.30,35.90
10,110/04/19,718,602,26,179,081,36.40,36.70,36.10
11,110/04/20,391,450,14,236,371,37.05,37.05,36.15
