,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/01/04,3,907,987,159,374,588,40.95,41.00
1,110/01/05,3,771,274,153,744,374,40.70,40.90
2,110/01/06,6,197,645,250,833,833,40.90,40.90
3,110/01/07,2,669,800,107,722,496,40.40,40.50
4,110/01/08,3,733,078,150,558,554,40.30,40.50
5,110/01/11,3,494,777,141,981,511,40.40,40.85
6,110/01/12,4,391,564,178,681,948,40.70,40.95
7,110/01/13,3,413,516,138,786,191,40.60,40.75
8,110/01/14,3,452,519,140,664,436,40.70,40.85
9,110/01/15,4,709,150,190,263,316,40.70,40.80
10,110/01/18,4,792,124,191,628,214,40.25,40.30
11,110/01/19,3,729,209,149,451,302,40.20,40.35
12,110/01/20,7,555,581,298,781,011,40.00,40.10
