,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/03/02,170,138,3,820,390,22.60,22.60,22.40
1,110/03/03,258,739,5,820,730,22.35,22.60,22.35
2,110/03/04,199,639,4,469,409,22.55,22.55,22.30
3,110/03/05,275,097,6,113,721,22.40,22.40,22.15
4,110/03/08,86,001,1,917,472,22.25,22.40,22.25
5,110/03/09,219,558,4,924,850,22.45,22.65,22.30
6,110/03/10,123,749,2,793,777,22.50,22.65,22.50
7,110/03/11,334,126,7,580,831,22.60,22.90,22.55
8,110/03/12,193,723,4,357,039,22.60,22.60,22.45
9,110/03/15,130,812,2,948,263,22.50,22.65,22.45
10,110/03/16,215,577,4,906,774,22.70,22.85,22.65
11,110/03/17,145,232,3,311,807,22.80,22.90,22.70
12,110/03/18,293,264,6,680,341,22.80,22.85,22.75
13,110/03/19,309,571,6,979,867,22.60,22.65,22.50
14,110/03/22,363,831,8,195,309,22.45,22.75,22.40
