,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/03/02,14,898,369,290,183,195,20.20,21.00
1,110/03/03,4,181,293,75,096,168,18.30,18.50
2,110/03/04,5,336,521,97,778,650,17.90,19.00
3,110/03/05,3,410,763,62,537,352,18.10,18.75
4,110/03/08,2,754,131,49,317,562,18.20,18.30
5,110/03/09,1,635,193,28,552,511,17.80,18.00
6,110/03/10,2,115,540,37,632,561,17.85,18.20
7,110/03/11,1,661,918,29,357,775,17.55,17.80
8,110/03/12,1,390,870,24,687,175,17.80,18.00
9,110/03/15,4,336,788,80,854,347,18.30,19.00
10,110/03/16,2,307,923,42,958,938,18.75,19.00
11,110/03/17,1,263,649,23,454,533,18.85,18.90
12,110/03/18,1,276,636,23,560,479,18.70,18.70
13,110/03/19,2,079,739,38,768,493,18.45,19.00
14,110/03/22,1,624,956,30,449,955,18.90,18.95
