,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/04/01,12,561,126,904,257,052,73.00,73.10
1,110/04/06,6,962,002,503,114,727,72.10,72.80
2,110/04/07,8,739,709,636,675,666,72.30,73.30
3,110/04/08,8,989,225,650,406,111,73.00,73.00
4,110/04/09,8,201,411,591,470,224,72.80,72.90
5,110/04/12,7,162,978,517,746,140,72.30,72.80
6,110/04/13,10,003,465,726,746,860,72.10,73.40
7,110/04/14,11,759,152,836,595,510,72.30,72.80
8,110/04/15,8,258,166,581,769,925,70.60,71.00
9,110/04/16,7,666,226,549,249,810,71.40,72.50
10,110/04/19,6,872,419,489,177,981,71.90,72.00
11,110/04/20,6,477,658,460,862,259,71.10,71.60
