,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/03/02,581,368,12,633,654,21.80,21.85,21.60
1,110/03/03,670,143,14,600,948,21.65,21.95,21.65
2,110/03/04,691,833,15,090,808,21.80,21.90,21.70
3,110/03/05,445,429,9,691,850,21.90,21.90,21.65
4,110/03/08,770,771,16,933,437,21.90,22.25,21.80
5,110/03/09,747,277,16,479,207,22.10,22.15,21.85
6,110/03/10,407,022,8,997,632,22.10,22.20,22.00
7,110/03/11,373,977,8,270,698,22.20,22.30,22.00
8,110/03/12,334,839,7,332,842,22.00,22.00,21.80
9,110/03/15,511,513,11,228,613,21.95,22.05,21.90
10,110/03/16,289,506,6,366,306,21.90,22.05,21.90
11,110/03/17,443,152,9,801,449,22.05,22.25,21.95
12,110/03/18,569,297,12,648,304,22.15,22.45,22.05
13,110/03/19,363,683,7,993,054,22.10,22.30,21.85
14,110/03/22,2,145,541,47,574,843,22.15,22.60
