,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/04/01,3,599,684,38,499,244,10.70,10.75
1,110/04/06,4,425,792,47,280,814,10.75,10.75
2,110/04/07,3,589,685,38,205,615,10.65,10.70
3,110/04/08,3,384,191,35,926,363,10.60,10.65
4,110/04/09,7,494,027,79,617,888,10.65,10.70
5,110/04/12,6,062,732,64,564,852,10.65,10.70
6,110/04/13,6,591,211,70,593,930,10.65,10.75
7,110/04/14,4,590,594,48,910,002,10.70,10.70
8,110/04/15,5,486,932,58,748,752,10.65,10.75
9,110/04/16,3,834,022,41,196,588,10.75,10.80
10,110/04/19,20,766,775,226,983,010,10.80,11.05
11,110/04/20,5,874,108,64,579,357,11.05,11.10
