,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/04/01,270,324,7,936,004,29.25,29.50,29.20
1,110/04/06,351,063,10,423,651,29.45,29.95,29.45
2,110/04/07,133,567,3,974,664,29.75,29.95,29.65
3,110/04/08,130,719,3,895,941,29.85,29.95,29.70
4,110/04/09,139,996,4,173,217,29.90,29.95,29.70
5,110/04/12,316,769,9,691,111,30.00,31.00,30.00
6,110/04/13,370,996,11,448,109,30.80,31.00,30.65
7,110/04/14,400,562,12,235,170,30.85,30.90,30.10
8,110/04/15,152,651,4,688,568,30.80,30.85,30.60
9,110/04/16,274,351,8,465,799,30.80,31.00,30.80
10,110/04/19,356,655,11,028,362,30.90,31.25,30.75
11,110/04/20,289,425,9,058,668,31.20,31.50,31.00
