,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/04/01,223,406,12,153,316,54.10,55.00,54.00
1,110/04/06,153,402,8,334,624,54.70,54.80,54.00
2,110/04/07,78,597,4,268,927,54.50,54.60,54.10
3,110/04/08,91,047,4,948,600,54.50,54.60,54.20
4,110/04/09,72,601,3,943,092,54.30,54.40,54.20
5,110/04/12,123,202,6,709,114,54.20,54.70,54.20
6,110/04/13,126,835,6,914,463,54.70,54.70,54.10
7,110/04/14,110,211,5,982,882,54.10,54.50,54.10
8,110/04/15,72,580,3,938,207,54.30,54.40,54.20
9,110/04/16,58,339,3,165,344,54.30,54.30,54.20
10,110/04/19,106,228,5,762,969,54.20,54.40,54.10
11,110/04/20,98,276,5,331,537,54.30,54.40,54.20
