,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/01/04,404,780,13,713,640,33.85,34.10,33.70
1,110/01/05,3,348,114,116,255,474,33.95,35.35
2,110/01/06,1,583,606,54,755,008,34.95,34.95
3,110/01/07,2,255,020,79,621,011,35.50,35.90
4,110/01/08,937,278,32,738,436,35.05,35.45,34.75
5,110/01/11,2,709,335,96,835,033,35.40,36.25
6,110/01/12,1,191,981,42,182,284,36.20,36.30
7,110/01/13,959,025,33,774,928,35.10,35.45,35.05
8,110/01/14,616,369,21,630,399,35.15,35.30,35.00
9,110/01/15,1,118,555,38,987,404,35.20,35.40
10,110/01/18,647,186,22,496,212,34.65,35.20,34.00
11,110/01/19,541,349,19,078,564,35.25,35.50,35.05
12,110/01/20,1,098,291,37,180,292,35.10,35.15
