,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/04/01,94,491,4,276,265,45.20,45.45,45.10
1,110/04/06,93,177,4,247,390,45.60,45.80,45.45
2,110/04/07,66,499,3,038,410,45.70,45.80,45.60
3,110/04/08,100,581,4,585,431,45.60,45.70,45.50
4,110/04/09,43,960,2,007,296,45.80,45.80,45.55
5,110/04/12,192,509,8,873,382,46.10,46.30,45.90
6,110/04/13,95,789,4,415,797,46.10,46.40,46.00
7,110/04/14,141,423,6,409,880,46.00,46.05,44.60
8,110/04/15,108,535,4,963,100,45.65,46.00,45.50
9,110/04/16,144,471,6,682,812,46.05,46.40,46.00
10,110/04/19,90,532,4,183,058,46.35,46.50,46.10
11,110/04/20,112,350,5,211,385,46.25,46.60,46.20
