,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/04/01,1,846,841,80,256,286,43.50,43.75
1,110/04/06,1,294,403,56,408,712,43.65,43.90
2,110/04/07,1,221,073,52,981,154,43.70,43.80
3,110/04/08,1,892,628,82,835,465,43.65,44.20
4,110/04/09,2,928,455,129,341,728,44.40,44.45
5,110/04/12,2,084,627,92,024,728,44.50,44.85
6,110/04/13,1,626,481,70,793,345,44.00,44.20
7,110/04/14,1,704,925,71,635,537,42.75,43.00
8,110/04/15,808,867,34,183,592,42.10,42.50,41.85
9,110/04/16,3,495,226,154,268,237,43.80,44.70
10,110/04/19,4,295,774,191,842,435,44.45,45.30
11,110/04/20,10,661,788,500,149,635,45.50,48.65
