,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/04/01,11,300,616,190,172,372,16.90,16.95
1,110/04/06,11,569,772,197,766,704,16.95,17.20
2,110/04/07,6,544,685,111,559,306,17.10,17.10
3,110/04/08,9,319,005,158,312,489,17.10,17.10
4,110/04/09,8,106,192,137,572,821,17.10,17.10
5,110/04/12,23,370,219,390,996,729,16.90,16.90
6,110/04/13,19,127,761,317,864,636,16.75,16.75
7,110/04/14,15,886,011,262,452,081,16.55,16.70
8,110/04/15,9,268,838,155,311,977,16.70,16.90
9,110/04/16,9,109,152,153,746,358,16.75,17.00
10,110/04/19,15,093,738,260,709,653,17.05,17.45
11,110/04/20,7,676,926,132,799,648,17.40,17.45
