,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/01/04,3,367,718,144,357,028,42.65,43.00
1,110/01/05,3,151,608,134,792,843,42.80,42.90
2,110/01/06,4,296,032,183,740,459,42.90,43.00
3,110/01/07,5,510,301,237,903,998,42.90,43.60
4,110/01/08,5,158,627,223,890,690,43.50,43.65
5,110/01/11,4,564,586,199,079,424,43.60,43.85
6,110/01/12,6,292,443,275,685,523,43.95,44.60
7,110/01/13,4,825,884,210,524,560,43.90,44.10
8,110/01/14,4,460,426,194,773,276,43.60,44.05
9,110/01/15,5,355,180,234,113,597,43.80,43.95
10,110/01/18,3,820,058,165,423,587,43.50,43.65
11,110/01/19,3,529,033,153,420,847,43.70,43.75
12,110/01/20,6,507,416,280,436,515,43.15,43.50
