,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/01/04,339,846,8,687,368,25.80,25.80,25.30
1,110/01/05,327,370,8,205,791,25.30,25.50,24.95
2,110/01/06,424,451,10,475,891,24.95,25.25,24.40
3,110/01/07,305,511,7,394,383,24.10,24.50,24.00
4,110/01/08,305,722,7,357,992,24.60,24.60,23.95
5,110/01/11,479,365,11,327,073,23.65,24.00,23.50
6,110/01/12,574,073,13,299,229,23.60,23.70,22.75
7,110/01/13,248,630,5,755,155,23.00,23.45,22.80
8,110/01/14,200,052,4,724,685,23.25,23.85,23.25
9,110/01/15,237,356,5,489,763,23.75,23.75,22.90
10,110/01/18,400,826,8,961,242,22.85,22.85,22.20
11,110/01/19,191,071,4,392,733,22.25,23.40,22.25
12,110/01/20,251,318,5,686,989,23.00,23.20,22.30
