,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/03/02,194,430,13,732,897,70.90,71.20,69.30
1,110/03/03,182,180,12,766,443,69.60,70.80,69.30
2,110/03/04,183,676,12,955,698,70.60,70.80,70.20
3,110/03/05,420,251,30,136,654,70.30,72.60,69.20
4,110/03/08,631,093,46,699,053,74.20,75.30,72.50
5,110/03/09,175,605,12,674,456,72.90,72.90,71.70
6,110/03/10,111,843,8,091,716,72.50,72.70,72.00
7,110/03/11,309,588,22,889,016,73.40,74.90,73.00
8,110/03/12,155,800,11,450,942,73.70,74.00,72.70
9,110/03/15,165,419,11,953,414,73.00,73.00,72.10
10,110/03/16,80,888,5,868,546,72.20,73.00,72.20
11,110/03/17,121,658,8,813,543,72.40,72.90,72.10
12,110/03/18,91,048,6,615,483,72.30,73.00,72.30
13,110/03/19,99,089,7,162,565,72.50,72.50,72.10
14,110/03/22,82,971,6,018,080,72.00,73.00,72.00
